url	timestamp	file_size	aspect_ratio	maj_axis_len	min_axis_len	orientation	eccentricity	solidity	estimated_volume	area	intensity_gray_mean_intensity	intensity_gray_median_intensity	intensity_gray_std_intensity	intensity_gray_perc_25_intensity	intensity_gray_perc_75_intensity	intensity_gray_mass_displace_in_images	intensity_gray_mass_displace_in_minors	intensity_gray_moment_hu_1	intensity_gray_moment_hu_2	intensity_gray_moment_hu_3	intensity_gray_moment_hu_4	intensity_gray_moment_hu_5	intensity_gray_moment_hu_6	intensity_gray_moment_hu_7	intensity_red_mean_intensity	intensity_red_median_intensity	intensity_red_std_intensity	intensity_red_perc_25_intensity	intensity_red_perc_75_intensity	intensity_red_mass_displace_in_images	intensity_red_mass_displace_in_minors	intensity_red_moment_hu_1	intensity_red_moment_hu_2	intensity_red_moment_hu_3	intensity_red_moment_hu_4	intensity_red_moment_hu_5	intensity_red_moment_hu_6	intensity_red_moment_hu_7	intensity_green_mean_intensity	intensity_green_median_intensity	intensity_green_std_intensity	intensity_green_perc_25_intensity	intensity_green_perc_75_intensity	intensity_green_mass_displace_in_images	intensity_green_mass_displace_in_minors	intensity_green_moment_hu_1	intensity_green_moment_hu_2	intensity_green_moment_hu_3	intensity_green_moment_hu_4	intensity_green_moment_hu_5	intensity_green_moment_hu_6	intensity_green_moment_hu_7	intensity_blue_mean_intensity	intensity_blue_median_intensity	intensity_blue_std_intensity	intensity_blue_perc_25_intensity	intensity_blue_perc_75_intensity	intensity_blue_mass_displace_in_images	intensity_blue_mass_displace_in_minors	intensity_blue_moment_hu_1	intensity_blue_moment_hu_2	intensity_blue_moment_hu_3	intensity_blue_moment_hu_4	intensity_blue_moment_hu_5	intensity_blue_moment_hu_6	intensity_blue_moment_hu_7
images/00000/SPCBench-1488567985-003434-008-556-1396-128-80-.jpeg	2017-03-03 11:06:25	24.422	0.4713840439517394	0.04474388897678535	0.021091555328004732	28.669567211673957	0.8819280487135583	0.7740363314133806	8.337571112525258e-05	0.0006715468	41.80938752146537	30.0	35.804288388369194	16.0	58.0	0.03456162680765246	0.08148272866273354	0.00556202311319838	1.3052206910186484e-05	2.7120663868286697e-09	3.6014413163636907e-10	3.1893621989703504e-19	-1.1817753524068447e-12	-1.5800600509047763e-19	26.74069834001145	19.0	24.720921251796167	8.0	39.0	0.040632247148860635	0.0957027500745932	0.00861729803461105	3.356992994084845e-05	7.285478102138002e-09	2.05392952486711e-09	7.215239427345525e-18	-6.733385263669819e-12	3.3267476966681163e-18	44.53806525472238	31.0	38.40943390440227	16.5	63.0	0.03491908629950144	0.0823923553617743	0.005213953512169198	1.1533155884478924e-05	2.246613418928946e-09	2.9462586635211075e-10	2.223479967136388e-19	-8.89750161184579e-13	-8.954387968654258e-20	55.16485403548941	39.0	45.45683978008248	24.0	76.0	0.030653743265880808	0.07227504948979785	0.0042343695469647825	7.278367328127402e-06	1.3810742776698367e-09	1.2710014323882166e-10	2.0234304135944815e-20	-3.428696180755131e-13	-4.925687223937345e-20
images/00000/SPCBench-1488568030-003659-002-152-2244-104-112-.jpeg	2017-03-03 11:07:10	27.254	0.5604771943595063	0.04260704736789866	0.023880278368702424	47.14294489527928	0.8281698585452721	0.8218465539661899	0.00010177680617308912	0.0007288224	44.19672995780591	33.0	35.1454904025529	17.0	66.0	0.008797053865941795	0.025049479056547953	0.004881902266361189	6.019853139274573e-06	1.612495037743396e-08	1.484040318974815e-09	1.668706726634965e-18	-8.565246611792181e-13	-7.065298018424053e-18	25.85126582278481	17.0	23.222575325032466	8.0	41.0	0.015794960279082754	0.04497237064265904	0.008102815392070323	1.6777776938224848e-05	7.454104147592479e-08	4.909147243855036e-09	5.46482166939392e-18	-6.725751413990161e-12	-9.374977202688475e-17	46.2710970464135	33.0	37.83432304221012	17.0	68.0	0.008465426060468337	0.023998736729582762	0.004636702002860517	5.489303152386676e-06	1.375811258209534e-08	1.2128661308547078e-09	1.1593064670950065e-18	-6.651076641917659e-13	-4.81694450615747e-18	61.45727848101266	49.0	45.93306299538099	26.0	90.0	0.006097780858697095	0.01743242016496831	0.003562489478232962	3.1663232570775667e-06	6.2301496524457645e-09	6.779371317702753e-10	4.0775311451991823e-19	-2.333620474576969e-13	-1.3322618283185498e-18
images/00000/SPCBench-1488567985-003432-007-504-1360-96-80-.jpeg	2017-03-03 11:06:25	18.522	0.4581073916666986	0.04088066932394705	0.0187277367935822	21.486326614638877	0.8888968543651924	0.8346915017462165	6.005887612384858e-05	0.0005512296	47.000697350069736	35.0	38.98716842967226	19.0	68.0	0.02734754392744566	0.0811511914793103	0.0053412374859734164	1.2875522516422035e-05	1.0241783981757338e-08	8.468942094659187e-11	-2.1109944895333533e-20	-1.4518320541344477e-13	7.59961299971649e-20	30.791492329149232	23.0	27.31686397313296	10.0	46.0	0.0291098304433861	0.08508844781161837	0.008193662452291967	3.2325957353052336e-05	3.27254047826348e-08	5.956449652047073e-10	2.6141980297898916e-18	2.239305887494548e-12	2.8609214903497425e-19	50.27754532775453	37.0	42.061235304178794	19.0	73.0	0.027688313998449426	0.08207555594419443	0.004986500984115337	1.1327014079569039e-05	8.301285680964023e-09	8.561764832594845e-11	3.30473358908568e-21	-8.04923985644734e-14	7.210443119724423e-20	60.91073919107392	47.0	48.84720273683753	25.0	86.0	0.025763855151605317	0.0771470323169353	0.004110060083735758	7.306793892262171e-06	5.031368208873206e-09	4.212296473288122e-11	-1.9253190038196017e-20	-1.1334464060356684e-13	-2.315671647721287e-21
images/00000/SPCBench-1488567946-003239-005-584-1580-96-104-.jpeg	2017-03-03 11:05:46	23.68	0.5519458764449808	0.03957813578796893	0.021844988845548974	50.801732342553784	0.833879937086498	0.8505986465382613	7.911295347447217e-05	0.0006281096	52.94981640146879	39.0	43.577123102162545	19.0	80.0	0.020542598759072155	0.05662687790023774	0.0042783620012770175	5.030364189696057e-06	7.497498662746966e-09	1.3991046430790373e-11	1.9450502312770464e-21	2.8682682755264525e-14	-4.092733694680404e-21	32.04100367197062	22.0	29.018441069879295	9.0	50.0	0.02867885458458236	0.07858135065475165	0.0069506766852167785	1.4894059755880911e-05	2.6248377252457702e-08	1.3939053229410023e-10	2.6421018396250127e-19	-4.360856998368886e-13	3.580446440942764e-20	55.490820073439416	39.0	46.895064778198886	18.0	86.0	0.021263159855019153	0.05834475652291312	0.004059847333341063	4.612298264484517e-06	6.3262245575207215e-09	1.8909285494034157e-11	2.5718427635747122e-21	3.685351818886407e-14	-6.013206240617835e-21	72.29865361077111	56.0	56.65487572228604	27.0	109.75	0.016506021887734246	0.0460463062841452	0.0031605911668175397	2.58874811659456e-06	3.285877666733548e-09	1.55834959688178e-11	3.027296359961873e-21	1.9355017179621643e-14	1.808448164742235e-21
images/00000/SPCBench-1488567940-003209-005-592-1564-107-80-.jpeg	2017-03-03 11:05:40	20.566	0.579015059819207	0.03933773088744384	0.02277713860294516	34.77806388446066	0.8153168466937012	0.7798081315669255	8.548624546431264e-05	0.0006561708	53.7809021675454	39.0	42.9345359190189	21.0	81.0	0.022227325361791225	0.048456671556727525	0.003636483136123545	3.735521119129016e-06	2.4213026865103435e-09	1.7978254078792522e-09	2.9336770674558054e-18	3.1512427473884375e-12	-2.3374042816701178e-18	33.212653778558874	24.0	28.65508894155824	11.0	50.0	0.02727764947711132	0.060605825581435235	0.005704690985820579	9.609568305029122e-06	1.1451250546641262e-08	8.059486148286724e-09	5.3534945978007466e-17	2.0827072372572236e-11	-5.593579707823228e-17	56.50146455770357	40.0	46.31219513141458	21.0	86.0	0.02299881794350979	0.05039395799197696	0.003450960021145916	3.3835208750830684e-06	2.0550100210904453e-09	1.4903479936762283e-09	1.9806608817663406e-18	2.4523661901551946e-12	-1.6969428133578475e-18	72.63386057410662	55.0	55.16456799710707	30.0	108.0	0.019646989164307783	0.043056319711482806	0.0027337619811298743	2.0659853067434256e-06	9.384115301430078e-10	7.326569371498378e-10	5.148952054298619e-19	1.000748169578751e-12	-3.2239964397581354e-19
images/00000/SPCBench-1488568030-003658-002-328-2172-104-96-.jpeg	2017-03-03 11:07:10	24.012	0.7103276406613319	0.03841357405682984	0.027286223429157288	19.018770544269483	0.7038711834650611	0.8528285835814547	0.0001198009295174935	0.000770722	35.428927680798004	27.0	26.568042999536	14.0	54.0	0.003867125926971261	0.008685606898299435	0.005269644297518734	3.3182271970300194e-06	9.247069455743098e-09	1.2158152265846222e-09	3.790667642897612e-18	1.1401371004199811e-12	-1.4999713521918049e-18	18.929177057356608	13.0	17.172673634924855	5.0	30.0	0.006550786995150769	0.014485504204672822	0.009361832743640053	9.831857686433497e-06	3.9906249491165485e-08	9.04809977824412e-09	1.5044368912332668e-16	2.6014570489408664e-11	8.323030462448432e-17	36.82044887780549	28.0	28.339897781789887	14.0	56.0	0.003191998324978578	0.007243002513977808	0.0050196675109942844	2.9987727575370157e-06	7.841419909183745e-09	1.0400684309813379e-09	2.8710252000678534e-18	1.0388037536354615e-12	-7.612401242455885e-19	51.534164588528675	42.0	35.555042571093374	23.0	76.0	0.003393847439831796	0.007665647345035068	0.0037119567629333734	1.6849873047127944e-06	3.5848100117561884e-09	4.033719037887118e-10	3.2446579918047806e-19	1.157094564296057e-13	-3.6055637270378426e-19
images/00000/SPCBench-1488567938-003198-005-232-1548-96-88-.jpeg	2017-03-03 11:05:38	21.042	0.891975699531216	0.0378450357458428	0.03375685223318201	63.755033828339506	0.4520833456850606	0.7059986816084377	0.00018064311532544727	0.0008233848000000001	54.53314659197012	40.0	39.51700189941751	23.0	81.0	0.02807883735560768	0.049319427289813166	0.003155806758768506	9.581331113510921e-08	2.192920046408509e-09	8.402201942761973e-10	-2.1899851535118354e-19	2.4245938674985513e-13	1.119291980379288e-18	33.55042016806723	23.0	25.24109752021769	15.0	49.0	0.027472078402977933	0.048238085641333285	0.0050143351114398885	2.989875385864648e-07	9.73471910289289e-09	4.0681167118010975e-09	-1.7018199876619943e-18	2.0138422715981445e-12	2.5544071378125696e-17	56.8874883286648	40.0	41.92150575275807	25.0	83.0	0.02758933324813372	0.04845491232554071	0.0030182401000512	9.547057919504995e-08	1.990598269372876e-09	7.581429265857868e-10	-1.7640715071747316e-19	2.1603401159768414e-13	9.145028174467787e-19	74.15219421101774	57.0	52.3572104921271	30.0	111.0	0.028292824437886735	0.04970211430855656	0.002353494651563085	4.5606361057475736e-08	8.742618623402902e-10	3.160105266716983e-10	-4.1291829066679225e-20	6.412008682787941e-14	1.6088702348820493e-19
images/00000/SPCBench-1488567984-003425-005-156-1160-112-88-.jpeg	2017-03-03 11:06:24	23.714	0.7335874447731101	0.03755472355058421	0.027549673688633612	15.23362287543727	0.6795950712529183	0.8183368869936034	0.00011939498825144424	0.0007376636	44.48150078165711	31.0	39.221216868833814	16.0	66.0	0.0193956686072639	0.048678470092252325	0.00442728595726552	2.0233620582673128e-06	2.5772557443062847e-08	4.795845466159861e-09	4.875603118652989e-17	6.7972051435972245e-12	2.1579935504247006e-17	25.45127670661803	15.0	25.33182796939475	6.0	39.0	0.02003129364677835	0.05028951295340177	0.0076660359887537385	7.542160766104922e-06	1.358749322570322e-07	2.885047050291043e-08	1.6813754539028147e-15	7.904051400275414e-11	6.601769360814422e-16	46.883272537780094	30.0	42.4770167634902	15.0	69.0	0.019719420062041002	0.04944704602095617	0.00417895525472752	1.865561588954894e-06	2.1721601313126206e-08	4.0676427442672346e-09	3.5409461888313744e-17	5.525440030335358e-12	1.442493297322042e-17	62.10213652944242	47.0	50.69429358831274	24.0	90.0	0.018551295017699025	0.04658300364154795	0.0031932696188466964	9.299174133918826e-07	9.564122225533027e-09	1.630843374916568e-09	5.8007384822444366e-18	1.5671441256005934e-12	2.7992057366602246e-18
images/00000/SPCBench-1488567981-003411-003-48-1896-88-88-.jpeg	2017-03-03 11:06:21	19.022	0.8832397003684271	0.03754865856273857	0.03316446593818959	-60.64152644294314	0.4689217756652925	0.6737341772151899	0.0001729932077571793	0.0008183875999999999	56.19398778769375	39.0	41.86390575984383	23.0	85.0	0.016219693145770812	0.026683573306519635	0.0028612359298224284	1.2508407077994825e-07	1.5937566839659956e-09	8.146725911779202e-11	5.921890746661489e-21	-2.7330715699865688e-14	2.8751720855163047e-20	34.671207139502116	23.0	26.88365277921216	14.0	52.0	0.01679929416350188	0.02763709481313291	0.004458572679455481	2.9189229569487186e-07	6.48708965910851e-09	4.2015384468308633e-10	4.4289078942208465e-21	-2.065864899950313e-13	6.936311849754976e-19	58.66744950681071	38.0	45.20117629337487	24.0	90.0	0.016062186023322392	0.02642445293905157	0.0027182784348065217	1.1549467442866413e-07	1.4401765260647558e-09	7.863821058478248e-11	1.967980665134794e-21	-2.5019691392834876e-14	2.6390896360362244e-20	76.26538280883044	55.0	54.78080947950806	32.0	114.0	0.015899596844647555	0.02615697190664079	0.002164338762744755	7.179557165379434e-08	6.689818266116801e-10	2.825650052891159e-11	1.069217246890982e-21	-7.206081733487595e-15	3.734911182727591e-21
images/00000/SPCBench-1488567940-003208-006-592-1552-96-96-.jpeg	2017-03-03 11:05:40	22.216	0.6683979067680178	0.03740973145831036	0.02500458619948831	48.247591922183986	0.7438038976962492	0.7731316725978647	9.797438445188518e-05	0.0006680872	53.08342922899885	38.0	42.635480281149114	20.0	80.0	0.019450585983392436	0.04629946156658289	0.0034885863193101245	2.383251844101911e-06	1.1657168317154627e-09	1.1465739727796397e-09	-1.8696301561166219e-19	1.3806736975271978e-12	-1.3123095150780119e-18	32.01093210586882	22.0	28.25790307989874	10.0	49.0	0.02439949512614823	0.05807966339943116	0.005573152425161957	6.482596631715168e-06	5.75268126880282e-09	5.833674757610202e-09	-8.581994252461708e-18	8.974349623390732e-12	-3.268685497030514e-17	55.64269275028769	39.0	45.83549355705752	20.0	85.0	0.020213434997811055	0.04811531938466289	0.0033182807587469323	2.148663118894581e-06	1.0332950514731574e-09	9.929793394071017e-10	-1.9160492423688656e-19	1.101950718847676e-12	-9.874066020134694e-19	72.59953970080552	56.0	55.33337233667816	29.0	108.75	0.017669031083170014	0.04205871361677644	0.002594866551346482	1.2893781100341533e-06	4.547624838462469e-10	4.2783572980458907e-10	-1.6207146498209973e-21	4.2671539071314657e-13	-1.8870867915622943e-19
